,Primary_applicant_age_in_years,Gender,Marital_status,Number_of_dependents,Housing,Years_at_current_residence,Employment_status,Has_been_employed_for_at_least,Foreign_worker,Savings_account_balance,Balance_in_existing_bank_account_(lower_limit_of_bucket),Balance_in_existing_bank_account_(upper_limit_of_bucket),Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
168,25,female,divorced/separated/married,1,rent,4,skilled employee / official,4 years,1,Low,0,0,24,FF&E,3972000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
169,31,male,divorced/separated,1,own,4,skilled employee / official,7 years,1,Low,0,2 lac,24,business,1935000,4,real estate,0,0,2,critical/pending loans at other banks,1
170,33,male,single,2,rent,3,skilled employee / official,7 years,1,Low,0,0,15,new vehicle,950000,4,car or other,0,0,2,no loans taken/all loans paid back duly,1
171,26,female,divorced/separated/married,1,own,1,skilled employee / official,1 year,1,Low,0,0,12,FF&E,763000,4,real estate,0,0,1,existing loans paid back duly till now,0
172,34,female,divorced/separated/married,1,own,2,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,2 lac,24,FF&E,2064000,3,building society savings agreement/life insurance,0,0,1,delay in paying off loans in the past,1
173,33,male,single,1,own,2,skilled employee / official,1 year,0,Low,0,2 lac,8,electronic equipment,1414000,4,real estate,0,1,1,existing loans paid back duly till now,0
174,26,male,single,1,own,1,skilled employee / official,0 year,1,Low,0,0,21,education,3414000,2,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,1
175,53,female,divorced/separated/married,1,own,1,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,0,30,used vehicle,7485000,4,real estate,0,0,1,all loans at this bank paid back duly,1
176,42,male,divorced/separated,1,own,1,skilled employee / official,1 year,1,Low,0,0,12,FF&E,2577000,2,car or other,0,0,1,existing loans paid back duly till now,0
177,52,male,single,1,own,4,skilled employee / official,7 years,1,High,0,0,6,electronic equipment,338000,4,car or other,0,0,2,critical/pending loans at other banks,0
178,31,male,single,2,rent,2,management / self-employed / highly qualified employee / officer,4 years,1,Low,0,0,12,electronic equipment,1963000,4,car or other,0,0,2,existing loans paid back duly till now,0
179,65,male,single,1,own,4,skilled employee / official,7 years,1,Low,0,0,21,new vehicle,571000,4,real estate,0,0,2,critical/pending loans at other banks,0
180,28,male,divorced/separated,1,own,1,skilled employee / official,0 year,1,Low,0,0,36,business,9572000,1,car or other,0,0,2,delay in paying off loans in the past,1
181,30,male,divorced/separated,1,own,2,management / self-employed / highly qualified employee / officer,1 year,1,Low,0,2 lac,36,business,4455000,2,real estate,0,0,2,delay in paying off loans in the past,1
182,40,male,single,2,own,2,unskilled - resident,1 year,1,Low,0,0,21,new vehicle,1647000,4,building society savings agreement/life insurance,0,0,2,all loans at this bank paid back duly,1
183,50,male,single,1,own,4,skilled employee / official,1 year,1,Very high,0,0,24,FF&E,3777000,4,real estate,0,0,1,critical/pending loans at other banks,0
184,36,male,single,2,own,4,skilled employee / official,7 years,1,Low,0,2 lac,18,new vehicle,884000,4,car or other,0,0,1,critical/pending loans at other banks,1
185,31,male,single,1,own,2,skilled employee / official,1 year,1,Low,0,0,15,electronic equipment,1360000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
186,74,female,divorced/separated/married,2,for free,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,2 lac,9,used vehicle,5129000,2,car or other,0,0,1,all loans at this bank paid back duly,1
187,68,male,single,1,for free,3,unemployed / unskilled - non-resident,0 year,1,Low,0,2 lac,16,new vehicle,1175000,2,car or other,0,0,3,critical/pending loans at other banks,0
188,20,male,married/widowed,1,own,1,skilled employee / official,4 years,1,Medium,0,0,12,electronic equipment,674000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
189,33,female,divorced/separated/married,1,own,4,skilled employee / official,1 year,1,Low,0,2 lac,18,FF&E,3244000,1,car or other,0,0,2,no loans taken/all loans paid back duly,0
190,54,male,single,1,own,3,management / self-employed / highly qualified employee / officer,1 year,1,Very high,0,0,24,business,4591000,2,building society savings agreement/life insurance,0,0,3,existing loans paid back duly till now,1
191,34,male,single,2,for free,4,unskilled - resident,4 years,1,Medium,0,2 lac,48,business,3844000,4,car or other,0,0,1,no loans taken/all loans paid back duly,1
192,36,male,single,2,own,2,skilled employee / official,1 year,1,Low,0,2 lac,27,business,3915000,4,car or other,0,0,1,existing loans paid back duly till now,1
193,29,male,married/widowed,1,rent,2,skilled employee / official,4 years,1,Low,0,0,6,electronic equipment,2108000,2,real estate,0,0,1,existing loans paid back duly till now,0
194,21,male,single,1,rent,4,skilled employee / official,1 year,1,Medium,0,2 lac,45,electronic equipment,3031000,4,building society savings agreement/life insurance,0,1,1,existing loans paid back duly till now,1
195,34,female,divorced/separated/married,1,own,3,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,2 lac,9,education,1501000,2,car or other,0,0,2,critical/pending loans at other banks,1
196,28,female,divorced/separated/married,1,own,1,skilled employee / official,1 year,1,Low,0,0,6,electronic equipment,1382000,1,car or other,0,0,2,critical/pending loans at other banks,0
197,27,female,divorced/separated/married,1,rent,4,skilled employee / official,0 year,1,Medium,0,2 lac,12,FF&E,951000,4,car or other,0,0,4,existing loans paid back duly till now,1
198,36,male,single,1,for free,4,skilled employee / official,7 years,1,Low,0,2 lac,24,used vehicle,2760000,4,car or other,0,0,1,existing loans paid back duly till now,0
199,40,male,divorced/separated,1,own,3,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,2 lac,18,FF&E,4297000,4,car or other,0,0,1,delay in paying off loans in the past,1
200,52,male,single,1,own,2,skilled employee / official,7 years,1,High,0,0,9,education,936000,4,car or other,0,0,2,critical/pending loans at other banks,0
201,27,male,married/widowed,1,own,3,unskilled - resident,1 year,1,Low,0,0,12,new vehicle,1168000,4,real estate,0,0,1,existing loans paid back duly till now,0
202,26,male,single,1,own,4,skilled employee / official,4 years,1,Low,0,0,27,business,5117000,3,car or other,0,0,2,delay in paying off loans in the past,0
203,21,male,married/widowed,1,rent,4,skilled employee / official,4 years,1,Low,0,0,12,career development,902000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
204,38,male,single,2,own,1,unskilled - resident,7 years,1,Low,0,0,12,new vehicle,1495000,4,real estate,0,0,2,critical/pending loans at other banks,0
205,38,male,single,2,for free,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,0,30,used vehicle,10623000,3,car or other,0,0,3,critical/pending loans at other banks,0
206,43,male,single,1,own,4,skilled employee / official,7 years,1,Low,0,0,12,FF&E,1935000,4,real estate,0,0,3,critical/pending loans at other banks,0
207,26,male,single,1,own,3,skilled employee / official,4 years,1,Low,0,2 lac,12,domestic appliances,1424000,4,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0
208,21,male,married/widowed,1,own,2,unskilled - resident,1 year,1,Low,0,0,24,business,6568000,2,car or other,0,0,1,existing loans paid back duly till now,0
209,55,male,single,1,own,2,skilled employee / official,4 years,0,Very high,0,0,12,used vehicle,1413000,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
210,33,male,single,2,own,2,skilled employee / official,1 year,1,Low,0,0,9,electronic equipment,3074000,1,real estate,0,0,2,critical/pending loans at other banks,0
211,45,female,divorced/separated/married,1,own,4,unskilled - resident,7 years,1,Low,0,0,36,electronic equipment,3835000,2,real estate,0,0,1,existing loans paid back duly till now,0
212,50,male,single,1,own,4,skilled employee / official,0 year,1,Low,0,0,27,business,5293000,2,building society savings agreement/life insurance,0,0,2,no loans taken/all loans paid back duly,1
213,66,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,2 lac,0,30,business,1908000,4,real estate,0,0,1,delay in paying off loans in the past,1
214,51,male,single,1,own,2,skilled employee / official,7 years,1,Low,0,0,36,electronic equipment,3342000,4,car or other,0,0,1,critical/pending loans at other banks,0
215,39,female,divorced/separated/married,1,own,3,unskilled - resident,4 years,1,Low,0,2 lac,6,career development,932000,1,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
216,31,male,single,1,own,1,skilled employee / official,4 years,1,Low,0,0,18,business,3104000,3,building society savings agreement/life insurance,0,0,1,no loans taken/all loans paid back duly,0
217,23,male,single,1,own,2,skilled employee / official,1 year,1,Low,2 lac,0,36,electronic equipment,3913000,2,real estate,0,0,1,existing loans paid back duly till now,0
218,24,male,divorced/separated,1,rent,2,unskilled - resident,1 year,1,Low,0,0,24,FF&E,3021000,2,real estate,0,0,1,existing loans paid back duly till now,0
219,64,female,divorced/separated/married,1,own,4,skilled employee / official,1 year,1,Low,0,0,10,new vehicle,1364000,2,car or other,0,0,1,existing loans paid back duly till now,0
220,26,male,married/widowed,1,own,1,unskilled - resident,0 year,1,Low,0,2 lac,12,electronic equipment,625000,4,real estate,0,1,1,existing loans paid back duly till now,0
221,23,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,1,Low,0,0,12,education,1200000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
222,30,male,single,1,own,2,skilled employee / official,1 year,1,Low,0,0,12,electronic equipment,707000,4,real estate,0,0,2,existing loans paid back duly till now,0
223,32,male,single,2,own,4,skilled employee / official,1 year,1,Low,0,0,24,business,2978000,4,real estate,0,0,2,delay in paying off loans in the past,0
224,30,male,single,1,own,2,skilled employee / official,1 year,1,Low,0,0,15,used vehicle,4657000,3,car or other,0,0,1,existing loans paid back duly till now,0
225,27,male,single,1,own,2,skilled employee / official,1 year,1,Low,0,0,36,repair costs,2613000,4,car or other,0,0,2,no loans taken/all loans paid back duly,0
226,27,male,single,1,own,2,skilled employee / official,4 years,1,Very high,0,2 lac,48,electronic equipment,10961000,1,car or other,1,0,2,existing loans paid back duly till now,1
227,53,male,single,1,for free,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,0,12,FF&E,7865000,4,car or other,0,0,1,existing loans paid back duly till now,1
228,22,male,single,1,own,2,skilled employee / official,4 years,1,Low,0,0,9,electronic equipment,1478000,4,car or other,0,0,1,existing loans paid back duly till now,1
229,22,male,single,1,for free,1,skilled employee / official,0 year,1,Low,0,0,24,FF&E,3149000,4,car or other,0,0,1,existing loans paid back duly till now,0
230,26,male,single,1,own,2,skilled employee / official,1 year,1,Low,2 lac,0,36,electronic equipment,4210000,4,car or other,0,0,1,existing loans paid back duly till now,1
231,51,male,single,1,for free,4,unskilled - resident,7 years,1,High,0,0,9,new vehicle,2507000,2,car or other,0,0,1,existing loans paid back duly till now,0
232,35,male,single,1,own,1,skilled employee / official,4 years,1,Medium,0,0,12,electronic equipment,2141000,3,car or other,0,0,1,existing loans paid back duly till now,0
233,25,male,married/widowed,1,own,2,unskilled - resident,1 year,1,Low,0,2 lac,18,electronic equipment,866000,4,real estate,0,1,1,existing loans paid back duly till now,0
234,42,male,single,2,own,1,unskilled - resident,4 years,1,Low,0,0,4,electronic equipment,1544000,2,real estate,0,0,3,critical/pending loans at other banks,0
235,30,male,single,2,own,2,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,0,24,electronic equipment,1823000,4,car or other,0,0,1,existing loans paid back duly till now,1
236,23,male,single,1,own,2,unemployed / unskilled - non-resident,0 year,1,Low,0,2 lac,6,new vehicle,14555000,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
237,61,male,divorced/separated,1,rent,2,unskilled - resident,7 years,1,Medium,0,2 lac,21,business,2767000,4,car or other,0,0,2,existing loans paid back duly till now,1
238,35,female,divorced/separated/married,1,own,2,skilled employee / official,1 year,1,Low,0,0,12,electronic equipment,1291000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
239,39,male,single,2,own,3,skilled employee / official,7 years,1,Low,0,0,30,electronic equipment,2522000,1,building society savings agreement/life insurance,0,1,1,existing loans paid back duly till now,0
240,29,female,divorced/separated/married,1,own,2,skilled employee / official,7 years,1,Low,0,0,24,new vehicle,915000,4,car or other,0,0,1,existing loans paid back duly till now,1
241,51,male,single,2,own,2,skilled employee / official,4 years,1,Low,0,0,6,electronic equipment,1595000,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
242,24,male,single,2,for free,4,skilled employee / official,7 years,1,Low,0,0,48,used vehicle,4605000,3,car or other,0,0,2,no loans taken/all loans paid back duly,1
243,27,female,divorced/separated/married,1,own,2,skilled employee / official,1 year,1,Low,0,0,12,business,1185000,3,real estate,0,0,2,critical/pending loans at other banks,0
244,35,female,divorced/separated/married,2,own,3,unskilled - resident,1 year,1,High,0,0,12,career development,3447000,4,real estate,0,0,1,all loans at this bank paid back duly,0
